wife_familyname_std,husband_familyname_std,year,marriage_number
Barbaro,Bon,1594,2
Barbaro,Foscarini,1595,1
Barbaro,Zorzi,1727,1
Barbaro,Vendramin,1400,1
Barbaro,Baffo,1461,1
Barbaro,Balbi,1672,1
Barbaro,Canal,1536,1
Barbaro,Avogadro,1562,1
Barbaro,Venier,1767,1
Barbaro,Balbi,1786,1
Barbaro,Bembo,1750,1
Barbaro,Foscarini,1758,1
Barbaro,Loredan,1475,1
Barbaro,Cicogna,1794,1
Barbaro,Capello,1477,1
Barbaro,Zeno,1483,1
Barbaro,Venier,1569,1
Barbaro,Malipiero,1577,2
Barbaro,Pisani,1799,1
Barbaro,Corner,1627,1
Barbaro,Corner,1661,2
Barbaro,Corner,1667,3
Barbaro,Dolfin,1531,1
Barbaro,Bembo,1749,1
Barbaro,Catti,1714,1
Barbaro,Manolesso,1594,1
Barbaro,Bembo,1544,1
Barbaro,Venier,1516,1
Barbaro,Badoer,1699,1
Barbaro,Contarini,1712,2
Barbaro,Giustinian,1756,1
Barbaro,Deddo,1547,1
Barbaro,Balbi,1452,1
Barbaro,Balbi,1578,1
Barbaro,Corner,1786,1
Barbaro,Michiel,1578,1
Barbaro,Avogadro,1593,2
Barbaro,Balbi,1610,1
Barbaro,Bragadin,1702,1
Barbaro,Priuli,1401,1
Barbaro,Memmo,1419,1
Barbaro,Coppo,1412,1
Barbaro,Corner,1711,1
Barbaro,Michiel,1445,1
Barbaro,Garzoni,1459,2
Barbaro,Querini,1716,1
Barbaro,Loredan,1706,1
Barbaro,Duodo,1489,1
Barbaro,Redetti,1764,1
Barbaro,Dolfin,1675,1
,Semitecolo,1662,1
,Melli,1759,1
Barbetta,Querini,1825,1
,Angaran,1642,1
Barbo,Contarini,1409,2
Barbo,Pizzamano,1518,1
Barbo,Sagredo,1565,1
Barbo,Barozzi,1574,2
Barbo,Sagredo,1451,1
Barbo,Zorzi,1503,1
Barbo,Dolfin,,1
Barbo,Corner,1474,1
Barbo,Zeno,1438,1
Barbo,Lion,1522,1
Barbo,Badoer,1542,1
Barbo,Salamon,1461,1
Barbo,Mosto,1466,1
Barbo,Deddo,1424,1
Barbo,Venier,1589,1
Barbo,Salamon,1550,1
Barbo,Bembo,1523,1
Barbo,Barozzi,1549,1
Barbo,Querini,1601,1
Barbo,Barbaro,1502,1
Barbo,Lolin,1505,2
Barbo,Contarini,1518,1
Barbo,Loredan,1571,1
Barbo,Malipiero,1548,1
Barbo,Malipiero,1540,1
Barbo,Zeno,1544,2
Barbo,Trevisan,1400,1
Barbo,Zorzi,1407,1
Barbo,Lippomano,1496,1
Barbo,Cocco,1541,1
Barbo,Priuli,1405,1
Barbo,Contarini,1440,1
Barbo,Lolin,1423,1
Barbo,Lombardo,1467,1
Barbo,Barbo,1471,1
Barbo,Calergi,1545,1
Barbo,Marcello,1418,1
Barbo,Lion,1684,1
Barbo,Benzon,,1
,Donato,1635,1
,Badoer,1770,1
,Corner,1790,1
,Badoer,1776,1
,Avogadro,1560,1
Barison,Barbo,1497,1
,Ghisi,1604,1
Barozzi,Baseggio,1701,1
Barozzi,Barbaro,1778,1
Barozzi,Querini,1608,1
Barozzi,Badoer,1753,1
Barozzi,Pizzamano,1759,1
Barozzi,Corner,1757,1
Barozzi,Nadal,1481,1
Barozzi,Zeno,1574,1
Barozzi,Michiel,1575,1
Barozzi,Bondumier,1626,1
Barozzi,Bragadin,,1
Barozzi,Pizzamano,1605,1
Barozzi,Zancaruol,,1
Barozzi,Balbi,1661,1
Barozzi,Venier,1611,1
Barozzi,Zancaruol,,1
Barozzi,Zantani,1537,1
Barozzi,Deddo,1612,1
Barozzi,Garzoni,1574,1
Barozzi,Balbi,1740,1
Barozzi,Contarini,1485,1
Barozzi,Baffo,1621,1
Barozzi,Barozzi,,1
Barozzi,Manolesso,1608,1
Barozzi,Bragadin,1564,1
Barozzi,Benedetti,1582,2
Barozzi,Mosto,1594,3
Barozzi,Zancaruol,1591,1
Barozzi,Balbi,1598,1
Barozzi,Barozzi,1502,1
Barozzi,Nosadini,1795,1
Barozzi,Boldu,1507,1
Barozzi,Zorzi,1568,1
Barozzi,Pizzamano,1591,3
Barozzi,Lombardo,1605,1
Barozzi,Corner,,1
Barozzi,Corner,1784,1
Barozzi,Loredan,1473,1
Barozzi,Lion,1562,1
Barozzi,Venier,1411,1
Barozzi,Polani,,1
Barozzi,Alberto,1497,1
Barozzi,Balbi,1695,1
Barozzi,Corner,1609,1
Barozzi,Corner,1624,1
Barozzi,Semitecolo,1679,1
Barozzi,Pisani,1526,1
Barozzi,Contarini,1554,1
Barozzi,Ghisi,1534,1
Barozzi,Manolesso,1604,1
Barozzi,Foscarini,1651,1
Barozzi,Contarini,1623,1
Barozzi,Pasqualigo,1519,1
Barozzi,Zancaruol,,1
Barozzi,Marcello,1618,1
Barozzi,Barbarigo,1620,1
Barozzi,Bondumier,1638,1
Barozzi,Pizzamano,1676,1
Barozzi,Barozzi,,1
Barozzi,Pizzamano,,1
Barozzi,Corner,1633,1
Barozzi,Falier,1445,1
Barozzi,Loredan,1655,1
Barozzi,Da Molin,1698,1
Barozzi,Memmo,1724,1
Barozzi,Da Molin,,1
Barzizza,Rota,1723,1
Barzizza,Crotta,1771,1
Barzizza,Martinengo,1726,1
Barzizza,Venier,1766,1
Barzizza,Grimani,1793,1
Barzizza,Zambelli,1716,1
Basadonna,Zacco,1674,1
Basadonna,Zusto,1643,1
Basadonna,Corner,1666,2
Basadonna,Rizzi,1719,1
Basadonna,Capello,1539,1
Basadonna,Soranzo,1642,1
Basadonna,Loredan,1620,1
Basadonna,Pasqualigo,1565,1
Basadonna,Deddo,1650,1
Basadonna,Muazzo,1545,1
Basadonna,Corner,1467,1
Basadonna,Zeno,1554,1
Basadonna,Memmo,1410,1
Basadonna,Tagliapietra,1606,1
Basadonna,Zancaruol,1506,1
Basadonna,Pasqualigo,1626,1
Basadonna,Canal,1637,2
Basadonna,Priuli,1643,1
Basadonna,Paruta,1504,1
Basadonna,Querini,1556,1
Basadonna,Ferro,1529,1
Basadonna,Grioni,1577,1
Basadonna,Barbaro,1612,1
Basadonna,Zane,1568,1
Basadonna,Canal,1561,1
Basadonna,Badoer,1643,1
Basadonna,Navager,1442,1
Basadonna,Da Molin,1591,1
Basadonna,Bollani,1573,1
Basadonna,Muazzo,1545,1
Basadonna,Zeno,1583,1
Basadonna,Condulmer,1666,1
Basadonna,Marcello,1784,1
Basadonna,Contarini,1544,1
Basadonna,Mocenigo,1693,1
Basadonna,Mocenigo,1714,1
Basadonna,Loredan,1477,1
Basadonna,Donato,1584,1
Basadonna,Morosini,1723,1
Basadonna,Orio,1655,1
Basadonna,Da Molin,1503,1
Basadonna,Miani,1520,2
Basadonna,Foscolo,1561,1
Basadonna,Vendramin,1563,2
Basadonna,Bembo,1647,1
Basadonna,Da Riva,1666,1
Basadonna,Contarini,1668,2
Basadonna,Duodo,1530,1
Basadonna,Manin,1723,1
Basadonna,Gradenigo,1716,2
Basadonna,Zane,1559,1
Basadonna,Da Molin,1583,1
Basadonna,Mosto,1469,1
Basadonna,Michiel,1666,1
Basadonna,Malipiero,1597,1
Basadonna,Ponte,1557,1
,Ottoboni,,1
Baseggio,Minotto,1466,1
Baseggio,Deddo,1520,1
Baseggio,Querini,1408,1
Baseggio,Bollani,1524,1
Baseggio,Michiel,1480,1
Baseggio,Vitturi,1482,1
Baseggio,Bon,1715,1
Baseggio,Bragadin,1673,1
Baseggio,Sanudo,1544,1
Baseggio,Zane,1579,1
Baseggio,Michiel,1552,1
Baseggio,Gradenigo,1607,1
Baseggio,Bragadin,1620,1
Baseggio,Zorzi,1637,3
Baseggio,Contarini,1622,1
Baseggio,Foscarini,1592,1
Baseggio,Ghisi,1461,1
Baseggio,Zorzi,1716,1
Baseggio,Balbi,1711,1
Baseggio,Pesaro,1428,1
Baseggio,Lion,1532,1
Baseggio,Lando,1413,1
Baseggio,Deddo,1479,1
Baseggio,Canal,1676,1
Battagia,Querini,1462,1
Baseggio,Gritti,1417,1
Battagia,Bembo,1679,1
Battagia,Da Molin,1650,1
Battagia,Soranzo,1554,1
Battagia,Querini,1569,1
Battagia,Badoer,1593,1
Battagia,Bembo,1532,1
Battagia,Zorzi,1637,1
Battagia,Deddo,1680,1
Battagia,Grimani,1572,1
Battagia,Valier,1596,1
Battagia,Falier,1598,1
Battagia,Ferro,1592,1
Battagia,Duodo,1597,1
,Trevisan,1746,1
,Tagliapietra,1437,2
Belegno,Barbarigo,1479,1
Belegno,Bollani,1466,1
Belegno,Soranzo,1579,1
Belegno,Donato,1453,1
Belegno,Memmo,1491,1
Belegno,Zancaruol,1511,1
Belegno,Corner,1446,1
Belegno,Pasqualigo,1526,1
Belegno,Erizzo,1677,1
Belegno,Donato,1540,1
Belegno,Contarini,1445,1
Belegno,Boldu,1436,1
Belegno,Zorzi,1417,1
Belegno,Donato,1680,1
Belegno,Erizzo,1546,1
,Foscarini,,1
,Cossazza,1552,1
,Piovene,1787,1
,Cicogna,,1
,Bembo,1826,1
Belloni,Zeno,1413,1
Belloni,Contarini,1459,1
Belloni,Pisani,1797,1
Belloni,Belloni,1648,1
Belloni,Battagia,1664,2
Belloni,Barbaro,1706,1
Bellotto,Grimani,1722,1
Bell'Osello,Trevisan,1498,1
,Pisani,1554,1
,Capello,1561,1
,Contenti,1701,1
,Battagia,1662,1
,Donato,1680,1
,Balbi,1649,1
,Balbi,1671,1
,Bembo,1532,1
Bembo,Querini,1448,1
Bembo,Erizzo,1388,1
Bembo,Mocenigo,1536,1
Bembo,Corner,1667,1
Bembo,Bragadin,1508,1
Bembo,Loredan,1654,1
Bembo,Baseggio,1578,1
Bembo,Balbi,1788,1
Bembo,Balbi,1716,1
Bembo,Lazzari,1748,1
Bembo,Barbaro,1761,1
Bembo,Orio,1782,1
Bembo,Morosini,1713,1
Bembo,Valier,1594,1
Bembo,Nosadini,1790,1
Bembo,Deddo,1686,1
Bembo,Malipiero,1492,1
Bembo,Arimondo,1519,1
Bembo,Contarini,1401,1
Bembo,Zane,1621,1
Bembo,Zorzi,1632,1
Bembo,Marin,1727,1
Bembo,Longo,1492,1
Bembo,Sagredo,1740,1
Bembo,Badoer,1777,1
Bembo,Badoer,1824,2
Bembo,Grimani,1451,1
Bembo,Barbarigo,1707,1
Bembo,Deddo,1775,1
Bembo,Barozzi,1792,1
Bembo,Briani,1600,1
Bembo,Trevisan,1456,1
Bembo,Soranzo,1448,1
Bembo,Priuli,1498,1
Bembo,Minio,1580,1
Bembo,Capello,1433,1
Bembo,Priuli,1606,1
Bembo,Pizzamano,1764,1
Bembo,Deddo,1521,1
Bembo,Memmo,1562,1
Bembo,Falier,1697,1
Bembo,Bondumier,1686,1
Bembo,Deddo,1660,1
Bembo,Pasqualigo,1553,1
Bembo,Malipiero,1510,1
Bembo,Barbaro,1800,1
Bembo,Corner,1725,1
Bembo,Malipiero,1389,1
Bembo,Boldu,1453,1
Bembo,Balbi,1707,1
Bembo,Deddo,1654,1
Bembo,Loredan,1690,1
Bembo,Falier,1586,1
Bembo,Balbi,1707,1
Bembo,Balbi,1765,1
Bembo,Michiel,1511,1
Bembo,Dandolo,1485,1
Bembo,Flangini,1687,1
Bembo,Gradenigo,1544,1
Bembo,Erizzo,,1
Bembo,Michiel,,1
Bembo,Gritti,1456,1
Bembo,Arimondo,1429,1
Bembo,Pesaro,1501,1
Bembo,Marcello,1750,1
Bembo,Bembo,1557,1
Bembo,Priuli,1617,1
Bembo,Michiel,1454,1
Bembo,Zeno,1629,1
Bembo,Mocenigo,1503,2
Bembo,Badoer,1627,1
Bembo,Venier,1500,1
Bembo,Minio,1797,1
Bembo,Pasqualigo,1794,1
Bembo,Da Mula,1629,1
Bembo,Ferro,1634,2
Bembo,Nani,1481,1
Bembo,Zeno,1644,1
Bembo,Vitturi,1551,1
Bembo,Baseggio,1552,1
Bembo,Dandolo,1563,1
Bembo,Deddo,1492,1
Bembo,Zorzi,1795,1
Bembo,Dolfin,1449,1
Bembo,Marcello,1529,1
Bembo,Loredan,1573,1
Bembo,Balbi,1548,1
Bembo,Zulian,1437,1
Bembo,Longo,1598,1
Bembo,Miani,1407,1
Bembo,Moro,1493,1
Bembo,Balbi,1789,1
Bembo,Da Molin,1623,1
Bembo,Tagliapietra,1590,1
Bembo,Marcello,1619,1
Bembo,Malipiero,1567,1
Bembo,Benzon,1721,1
Bembo,Balbi,1735,1
Bembo,Venier,1457,1
Bembo,Malipiero,1451,1
Bembo,Manolesso,1511,1
Bembo,Balbi,1630,1
Bembo,Tron,1575,1
Bembo,Contarini,1578,1
Bembo,Vanaxel,1666,1
Bembo,Soranzo,1441,1
Bembo,Zane,1459,1
Bembo,Canal,1544,1
Bembo,Contarini,1587,1
Bembo,Renier,1577,1
Bembo,Condulmer,1609,1
Bembo,Barozzi,1761,1
Bembo,Bondumier,1459,1
Bembo,Benedetti,1556,1
Bembo,Bembo,1562,1
Bembo,Dandolo,1568,1
Bembo,Polani,1628,1
Bembo,Zorzi,1644,1
Bembo,Priuli,1647,1
Bembo,Memmo,1767,1
Bembo,Morosini,1673,1
Bembo,Cocco,1618,1
Bembo,Cocco,1626,1
Bembo,Tiepolo,1527,1
Bembo,Capello,1606,1
Bembo,Contarini,1486,1
Bembo,Maffetti,1670,1
Bembo,Querini,1687,1
Bembo,Bonlini,1754,1
Bembo,Gritti,1462,1
Bembo,Malipiero,1510,1
Bembo,Ferro,1672,1
Bembo,Nani,1398,1
Bembo,Badoer,1791,1
Bembo,Bollani,1538,1
Bembo,Mosto,1452,1
Bembo,Grimani,1445,1
Bembo,Foscarini,1585,1
Bembo,Renier,1576,1
Bembo,Cavalli,1612,1
Bembo,Bembo,1558,1
Bembo,Balbi,1725,1
Bembo,Querini,1467,1
Bembo,Querini,1504,1
Bembo,Barozzi,1788,1
Bembo,Boldu,1752,1
Bembo,Bragadin,1562,1
Bembo,Dolfin,1677,1
Bembo,Orio,1798,1
Bembo,Dandolo,1434,1
Bembo,Priuli,1786,1
Bembo,Corner,1638,1
Bembo,Dolfin,1679,1
Bembo,Trevisan,1567,1
Bembo,Pasqualigo,1769,1
Bembo,Balbi,1718,1
,Barzizza,1746,1
,Bentivoglio,1570,1
Benedetti,Giustinian,,1
Benedetti,Pizzamano,1794,1
Benedetti,Da Molin,1476,1
Benedetti,Barbaro,1542,1
Benedetti,Moro,1554,1
Benedetti,Bon,1762,1
Benedetti,Semitecolo,1623,1
Benedetti,Mosto,1598,1
Benedetti,Donato,1550,1
Benedetti,Canal,1554,1
Benedetti,Querini,,1
Benedetti,Zorzi,1669,1
Benedetti,Civran,1621,1
Benedetti,Trevisan,1405,1
Benedetti,Barbarigo,1605,1
Benedetti,Valier,1530,1
Benedetti,Zeno,1589,1
Benedetti,Bondumier,1514,1
Benedetti,Boldu,1447,1
Benedetti,Marin,1410,1
Benedetti,Capello,1547,1
,Bentivoglio,,1
,Da Molin,1478,1
,Corner,1804,1
Bentivoglio,Pepoli,1673,1
Bentivoglio,Contarini,1827,1
Bentivoglio,Venier,1784,1
Bentivoglio,Pepoli,1680,1
Bentivoglio,Erizzo,1758,1
,Trevisan,1494,1
,Cicogna,1751,1
,Marin,1722,1
,Mosto,1783,1
,Venier,1775,1
,Venier,1406,1
,Zon,,1
Benzon,Benzon,,1
Benzon,Minio,1668,1
Benzon,Malipiero,1636,1
Benzon,Canal,1641,2
Benzon,Mocenigo,1729,1
Benzon,Benzon,,1
Benzon,Trevisan,1698,1
Benzon,Moro,1804,1
Benzon,Piovene,1701,1
Benzon,Bragadin,1735,1
Benzon,Zeno,1789,1
Benzon,Zeno,1782,1
Benzon,Corner,1776,1
Benzon,Barbaro,1783,1
Benzon,Dolfin,1788,1
Benzon,Foscari,1720,1
Benzon,Coppo,1652,1
Benzon,Curti,1745,1
Benzon,Capello,1650,1
,Mosto,1528,1
Beregan,Semitecolo,1801,1
Beregan,Morosini,1662,1
Beregan,Zusto,1654,1
Beregan,Morosini,1672,1
Berengo,Duodo,1649,1
Berengo,Zorzi,1575,1
,Corner,1773,1
,Briani,1475,1
,Trevisan,1756,1
,Barbaro,1632,1
,Grimani,1646,1
,Trevisan,1672,1
,Querini,1654,1
,Donato,1657,1
,Sangiantoffetti,1690,1
Berlendis,Contarini,1769,1
Berlendis,Barzizza,1771,1
Berlendis,Renier,1760,1
Berlendis,Spinelli,1767,1
Berlendis,Bollani,1742,1
,Minio,1440,1
,Barbo,1443,1
Bernardo,Da Molin,1666,1
Bernardo,Bernardo,1600,1
Bernardo,Barbarigo,1470,1
Bernardo,Pisani,1555,1
Bernardo,Contarini,1533,1
Bernardo,Badoer,1495,1
Bernardo,Zusto,1405,1
Bernardo,Contarini,1448,1
Bernardo,Malipiero,1508,1
Bernardo,Bollani,1552,1
Bernardo,Erizzo,1502,1
Bernardo,Bernardo,1657,1
Bernardo,Valier,1662,1
Bernardo,Trevisan,1444,1
Bernardo,Mocenigo,1511,1
Bernardo,Gritti,1561,1
Bernardo,Da Mula,1566,1
Bernardo,Gabriel,1591,1
Bernardo,Pisani,1468,1
Bernardo,Bragadin,1532,1
Bernardo,Civran,1551,2
Bernardo,Donato,1677,1
Bernardo,Gradenigo,1508,1
Bernardo,Vendramin,1519,1
Bernardo,Loredan,1475,1
Bernardo,Duodo,1545,1
Bernardo,Corner,1699,1
Bernardo,Michiel,1416,1
Bernardo,Zorzi,1502,1
Bernardo,Malipiero,1471,1
Bernardo,Garzoni,1531,1
Bernardo,Querini,1541,1
Bernardo,Mocenigo,1620,1
Bernardo,Priuli,1504,1
Bernardo,Deddo,1589,1
Bernardo,Morosini,1559,1
Bernardo,Barbarigo,1449,1
Bernardo,Foscarini,1645,1
Bernardo,Valier,1546,1
Bernardo,Loredan,1610,1
Bernardo,Priuli,1465,1
Bernardo,Zorzi,1418,1
Bernardo,Giustinian,1545,1
Bernardo,Valaresso,1533,1
Bernardo,Grimani,1588,1
Bernardo,Contarini,1591,2
Bernardo,Giustinian,1565,1
Bernardo,Barbarigo,1584,1
Bernardo,Lion,1481,1
Bernardo,Pisani,1519,1
Bernardo,Lippomano,1603,1
Bernardo,Baffo,1500,1
Bernardo,Valier,1445,1
Bernardo,Priuli,1544,1
Bernardo,Gabriel,1572,1
Bernardo,Da Molin,1474,1
Bernardo,Capello,1496,1
Bernardo,Navager,1582,1
Bernardo,Michiel,,1
Bernardo,Viaro,1622,1
Bernardo,Rubini,1718,1
Bernardo,Zeno,1481,1
Bernardo,Valier,1499,1
Bernardo,Ruzzini,1454,1
Bernardo,Morosini,1604,1
Bernardo,Donato,1744,1
Bernardo,Garzoni,1477,1
Bernardo,Marin,1802,1
Bernardo,Collalto,1745,1
Bernardo,Loredan,1550,1
Bernardo,Michiel,1442,1
Bernardo,Trevisan,1456,1
Bernardo,Capello,1525,1
Bernardo,Barbarigo,1605,1
Bernardo,Trevisan,1520,1
Bernardo,Zulian,1552,1
Bernardo,Civran,1427,1
Bernardo,Moro,1505,1
Bernardo,Da Molin,1779,1
Bernardo,Emo,1607,1
Bernardo,Loredan,1498,1
Bernardo,Priuli,1604,1
Bernardo,Capello,1578,1
Bernardo,Bentivoglio,,1
Bernardo,Bollani,1489,1
Bernardo,Zeno,1572,1
Bernardo,Ottoboni,1649,1
Bernardo,Loredan,1487,1
Bernardo,Valier,1559,1
Bernardo,Capello,1587,1
Bernardo,Soranzo,1533,1
Bernardo,Corner,1631,1
Bernardo,Mosto,1505,1
,Venier,,1
,Zorzi,1792,1
,Contarini,,1
,Donato,1596,1
,Manzoni,1791,1
,Gritti,1635,1
,Corner,1767,1
,Corner,1780,1
,Morosini,1715,1
,Barbaro,1822,1
,Venier,1607,1
,Grego,1609,2
,Barbarigo,,1
,Muazzo,,1
Bettoni,Grassi,1762,1
Bettoni,Marcello,1693,1
Bettoni,Malipiero,1690,1
,Zorzi,1788,1
,Querini,,1
,Venier,1629,1
,Collalto,,1
,Duodo,1622,1
Bianco,Tron,1746,1
Bianco,Cocco,1617,1
Bianco,Loredan,1652,1
Bianco,Muazzo,1650,1
Bianco,Michiel,1494,1
,Giustinian,1786,1
,Gradenigo,1770,1
,Emo,1631,1
,Zorzi,1525,1
,Deddo,1415,1
,Bernardo,,1
,Semitecolo,1658,1
,Magno,,1
,Cicogna,1729,1
,Semitecolo,1703,1
,Semitecolo,1728,2
,Corner,1758,1
,Muazzo,1728,1
,Venier,1435,1
,Cicogna,1791,1
,Vitturi,1413,1
,Boldu,1518,1
,Duodo,1470,1
,Donato,1565,1
,Zane,1526,2
,Toderini,1797,1
,Minio,1745,1
,Bembo,1412,1
Dalle Boccole,Zane,1526,1
Boldu,Corner,1565,1
Boldu,Tagliapietra,1471,1
Boldu,Bondumier,1524,1
Boldu,Zantani,1467,1
Boldu,Barbaro,1726,1
Boldu,Baffo,1535,1
Boldu,Marcello,1529,1
Boldu,Boldu,1606,1
Boldu,Zorzi,1607,1
Boldu,Capello,1672,1
Boldu,Querini,1657,1
Boldu,Duodo,1530,1
Boldu,Memmo,1450,1
Boldu,Grimani,1663,1
Boldu,Corner,1512,1
Boldu,Da Molin,1663,1
Boldu,Pasqualigo,1549,1
Boldu,Orio,1583,1
Boldu,Donato,1604,1
Boldu,Lippomano,1468,1
Boldu,Capello,1650,1
Boldu,Bon,1492,1
Boldu,Bon,1547,1
Boldu,Bragadin,1477,1
Boldu,Deddo,1429,1
Boldu,Pisani,1550,1
Boldu,Corner,1511,1
Boldu,Barbaro,1448,1
Boldu,Balbi,1645,1
Boldu,Contarini,1442,1
Boldu,Balbi,1633,1
Boldu,Condulmer,1555,1
Boldu,Loredan,1604,1
Boldu,Morosini,1634,1
Boldu,Paruta,1647,2
Boldu,Boldu,1627,1
Boldu,Contarini,1646,1
Boldu,Soderini,1716,1
Boldu,Rizzi,1730,1
Boldu,Dolfin,1511,1
Boldu,Badoer,1526,2
Boldu,Michiel,1669,1
Boldu,Da Molin,1574,1
Boldu,Venier,1485,1
Boldu,Malipiero,1533,1
Boldu,Condulmer,1602,1
Boldu,Dolfin,1539,1
Boldu,Trevisan,1675,1
Boldu,Minotto,1480,1
Boldu,Zeno,1575,1
Boldu,Malipiero,1595,2
Boldu,Badoer,1766,1
Boldu,Dolfin,1473,1
Boldu,Avogadro,1808,1
Boldu,Bollani,1475,1
Boldu,Barbaro,1623,1
Boldu,Contarini,1473,1
Boldu,Balbi,1731,1
Boldu,Malipiero,1579,1
Boldu,Marin,1520,1
Boldu,Balbi,1781,1
Boldu,Magno,1733,1
Boldu,Civran,1576,1
Boldu,Semitecolo,1660,1
Boldu,Pisani,1568,1
Boldu,Dolfin,1817,1
Boldu,Malipiero,1508,1
Boldu,Zorzi,1515,1
Boldu,Mosto,1630,1
Boldu,Badoer,1499,1
Boldu,Dolfin,1707,1
Boldu,Soranzo,1761,1
Boldu,Zorzi,1530,1
Boldu,Deddo,1785,1
Boldu,Marcello,1501,1
Boldu,Avogadro,1458,1
Boldu,Malipiero,1570,1
Boldu,Michiel,1740,1
Boldu,Morosini,1436,1
Boldu,Valaresso,1566,1
Boldu,Baseggio,1755,1
Boldu,Canal,1794,1
Boldu,Contarini,1546,1
Bollani,Foscarini,,1
Bollani,Vendramin,1712,1
Bollani,Foscari,1783,1
Bollani,Deddo,,1
Bollani,Deddo,1410,1
Bollani,Zane,1739,1
Bollani,Priuli,1518,1
Bollani,Pisani,1500,1
Bollani,Contarini,1535,1
Bollani,Badoer,1715,1
Bollani,Canal,1578,1
Bollani,Avogadro,1581,1
Bollani,Foscarini,1656,1
Bollani,Zane,1591,1
Bollani,Maffetti,1747,1
Bollani,Loredan,1584,1
Bollani,Malipiero,1636,1
Bollani,Priuli,1591,1
Bollani,Malipiero,1557,1
Bollani,Querini,1450,1
Bollani,Loredan,,1
Bollani,Zorzi,1489,1
Bollani,Nadal,1623,1
Bollani,Da Molin,1585,1
Bollani,Longo,1552,1
Bollani,Corner,1561,1
Bollani,Salamon,1550,1
Bollani,Tiepolo,,1
Bollani,Contarini,1505,1
Bollani,Valaresso,1636,1
Bollani,Gabriel,1647,2
Bollani,Vitturi,1419,1
Bollani,Navager,1482,1
Bollani,Michiel,1468,1
Bollani,Boldu,1675,1
Bollani,Tron,1533,1
Bollani,Minio,1545,1
Bollani,Contarini,1550,2
Bollani,Zeno,1681,1
Bollani,Caravello,1443,1
Bollani,Dolfin,1551,1
Bollani,Contarini,1486,1
Bollani,Loredan,1631,1
Bollani,Contarini,1622,1
Bollani,Gritti,1731,1
Bollani,Bollani,1670,1
Bollani,Contarini,1517,1
Bollani,Valaresso,1561,1
Bollani,Soranzo,1726,1
Bollani,Venier,1779,1
Bollani,Malipiero,1656,1
Belli,Marin,1748,1
,Balbi,1692,1
Bon,Pizzamano,1742,1
Bon,Corner,1523,1
Bon,Corner,,1
Bon,Muazzo,1609,1
Bon,Foscarini,,1
Bon,Bembo,1413,1
Bon,De Mezzo,,1
Bon,Muazzo,,1
Bon,Dandolo,,2
Bon,Balbi,1695,1
Bon,Pasqualigo,1555,1
Bon,Salamon,1544,1
Bon,Tiepolo,1569,1
Bon,Minio,1766,1
Bon,Zane,1648,1
Bon,Corner,1620,1
Bon,Barozzi,1709,1
Bon,Bembo,1795,1
Bon,Donato,1733,1
Bon,Pizzamano,1751,2
Bon,Giustinian,1672,1
Bon,Barbaro,1770,1
Bon,Emo,1701,1
Bon,Minio,1725,1
Bon,Donato,1518,1
Bon,De Mezzo,1617,1
Bon,Longo,1616,1
Bon,Michiel,1462,1
Bon,Muazzo,1634,1
Bon,Muazzo,,1
Bon,Muazzo,1550,1
Bon,Querini,1556,1
Bon,Contarini,1768,1
Bon,Venier,,1
Bon,Zantani,1522,1
Bon,Corner,1603,1
Bon,Lombardo,1574,1
Bon,Gabriel,1605,1
Bon,Gabriel,1622,1
Bon,Soranzo,1426,1
Bon,Venier,,1
Bon,Salamon,,1
Bon,Lion,1527,1
Bon,Bembo,1543,2
Bon,Barbarigo,1561,1
Bon,Tron,1505,1
Bon,Venier,,1
Bon,Boldu,1540,1
Bon,Dono,,1
Bon,Corner,1567,1
Bon,Da Molin,,1
Bon,Corner,1527,1
Bon,Tiepolo,1429,1
Bon,Zeno,,1
Bon,Soranzo,1775,1
Bon,Donato,1709,1
Bon,Balbi,1791,1
Bon,Zorzi,1562,1
Bon,Soranzo,1733,1
Bon,Contarini,1787,1
Bon,Giustinian,1778,1
Bon,Balbi,1708,1
Bon,Lando,1649,1
Bon,Barbaro,1529,1
Bon,Nani,1677,1
Bon,Donato,1707,1
Bon,Pasqualigo,,1
Bon,Barbaro,1414,1
Bon,Pasqualigo,1695,1
Bon,Arimondo,1492,1
Bon,Lombardo,1567,1
Bon,Balbi,1762,1
Bon,Falier,1554,1
Bon,Lando,1579,1
Bon,Donato,1582,2
Bon,Michiel,1587,1
Bon,Bembo,1773,1
Bon,Bollani,1591,1
Bon,Baseggio,1612,2
Bon,Zorzi,1427,1
Bon,Santasoffia,1680,1
Bon,Da Molin,1625,1
Bon,Pisani,1489,1
Bon,Zeno,,1
Bon,De Mezzo,,1
Bon,Querini,1558,1
Bon,Corner,1739,1
Bon,Soranzo,1714,1
Bon,Bragadin,1708,1
Bon,Querini,1550,1
Bon,Basadonna,1514,1
Bon,Zorzi,1562,1
Bon,Dandolo,1559,1
Bon,Avonal,1573,2
Bon,Grego,,1
Bon,Querini,1595,1
Bon,Avonal,1624,1
Bon,Toderini,1775,1
Bon,Contarini,1457,1
Bon,Gradenigo,,1
Bon,Muazzo,1554,1
Bon,Pizzamano,1781,1
Bon,Vitturi,1683,1
Bon,Barbaro,1742,1
Bon,Minotto,1506,1
Bon,Zorzi,1525,1
Bon,Alberto,1533,1
Bon,Venier,,1
Bon,Pasqualigo,,1
