wife_familyname_std,husband_familyname_std,year,marriage_number
Lando,Barbarigo,1484,1
Lando,Lippomano,1683,1
Lando,Capello,1436,1
Lando,Da Riva,1759,1
Lando,Foscarini,1410,1
Lando,Nani,1603,1
Lando,Widman,1661,1
Lando,Priuli,1565,1
Lando,Contarini,1674,1
Lando,Da Molin,1596,1
Lando,Capello,1605,2
Lando,Venier,1614,1
Lando,Memmo,1482,1
Lando,Venier,1442,1
Lando,Corner,1780,1
Lando,Grimani,1677,1
,Priuli,1563,1
Lanfranchi,Minelli,1596,1
Lanfranchi,Avogadro,1621,1
Lanfranchi,Dandolo,1739,1
Lanfranchi,Dandolo,1414,1
,Minio,1440,1
,Barbaro,1529,1
,Marin,1776,1
,Marcello,1527,2
,Falier,1506,1
,Da Mula,1809,1
,Barbaro,1532,1
Lazzari,Buzzacarin,,1
,Lion,,1
Lazzari,Gussoni,1711,1
,Contarini,1584,1
,Zeno,1797,1
,Rizzi,,1
,Zancaruol,1667,1
,Pepoli,1656,1
,Barbo,1446,1
,Renier,1436,1
,Querini,1433,1
,Magno,1442,1
,Renier,1418,1
,Mosto,1409,1
,Paradiso,1426,1
,Venier,1437,1
,Renier,1453,1
,Barbo,1446,1
,Lombardo,1604,1
,Minio,1503,1
,Balbi,1521,1
,Gezo,,1
,Calergi,,1
,Renier,1718,1
,Contarini,1724,1
,Deddo,1719,1
,Flangini,1742,1
Lini,Moro,1748,1
,Navager,1455,1
Lion,Da Riva,1762,1
Lion,Da Molin,1650,1
Lion,Lion,1532,1
Lion,Balbi,1542,2
Lion,Donato,1466,1
Lion,Codognola,1745,1
Lion,Capello,1551,1
Lion,Priuli,1465,1
Lion,Michiel,1527,1
Lion,Emo,1482,1
Lion,Canal,1513,1
Lion,Basadonna,1428,1
Lion,Malipiero,1566,1
Lion,Zane,1570,2
Lion,Corner,1560,1
Lion,Morosini,1668,1
Lion,Tron,1488,1
Lion,Mocenigo,1497,1
Lion,Dolfin,1643,1
Lion,Crotta,1712,1
Lion,Contarini,1527,1
Lion,Corner,1594,1
Lion,Moro,1650,1
Lion,Arimondo,1418,1
Lion,Marcello,1708,1
Lion,Morosini,1474,1
Lion,Moro,1455,1
Lion,Foscarini,1556,1
Lion,Magno,1712,1
Lion,Tron,1503,1
Lion,Premarin,1471,1
Lion,Vitturi,1445,1
Lion,Muazzo,1488,1
Lion,Barbaro,1407,1
Lion,Priuli,1560,1
Lion,Barbarigo,1624,1
Lion,Gabriel,1582,1
Lion,Tron,1473,1
Lion,Mosto,1446,1
Lion,Donato,1487,1
Lion,Pasqualigo,1826,1
Lion,Renier,1472,1
Lion,Civran,1487,1
Lion,Bollani,1486,1
Lion,Dandolo,1503,1
Lion,Malipiero,1440,1
Lion,Boldu,1783,1
Lion,Civran,1504,1
Lion,Bon,1447,1
Lion,Grimani,1452,1
Lion,Marcello,1481,1
Lion,Guoro,1477,1
Cavazza,Capello,1805,1
Cavazza,Lion,1691,1
,Gritti,1543,1
Lippomano,Giustinian,1518,1
Lippomano,Venier,1436,1
Lippomano,Da Molin,1419,1
Lippomano,Morosini,1452,1
Lippomano,Dono,1436,1
Lippomano,Civran,1669,1
Lippomano,Longo,1532,1
Lippomano,Marcello,1574,1
Lippomano,Marcello,1446,1
Lippomano,Capello,1605,1
Lippomano,Pisani,1639,1
Lippomano,Vendramin,1729,1
Lippomano,Morosini,1559,1
Lippomano,Loredan,1609,1
Lippomano,Barbarigo,1761,1
Lippomano,Foscari,1623,1
Lippomano,Gritti,1581,1
Lippomano,Barbarigo,1466,1
Lippomano,Vendramin,1766,1
Lippomano,Barbarigo,1599,1
Lippomano,Vendramin,1679,1
Lippomano,Gabriel,1623,1
Lippomano,Emo,1559,1
Lippomano,Correr,1594,1
Lippomano,Morosini,,1
Lippomano,Beregan,1737,1
Lippomano,Querini,1638,1
Lippomano,Dolfin,1558,1
Lippomano,Sagredo,1711,1
Lippomano,Badoer,1578,1
Lippomano,Pisani,1448,1
Lippomano,Mosto,1691,1
Lippomano,Pasqualigo,1594,1
Lippomano,Loredan,1591,1
Lippomano,Bollani,1454,1
Lippomano,Manolesso,1554,1
Lippomano,Querini,1790,1
Lippomano,Longo,1654,1
Lippomano,Marcello,1580,2
Lippomano,Battagia,1652,1
Lippomano,Corner,1723,1
Lippomano,Pizzamano,1558,1
Lippomano,Bernardo,1516,1
Lippomano,Donato,1737,1
Lippomano,Foscari,1451,1
Lippomano,Gradenigo,1512,1
Lippomano,Morosini,1531,1
Lippomano,Polani,1630,1
,Bembo,1669,1
,Baseggio,1679,1
,Dandolo,1563,1
,Avogadro,,1
,Giovanelli,1688,1
,Vitturi,1526,1
Lolin,Boldu,1572,1
Lolin,Mosto,1514,1
Lolin,Querini,,1
Lolin,Giustinian,1601,1
Lolin,Pisani,1564,1
Lolin,Arimondo,,1
Lolin,Gradenigo,1576,1
Lolin,Minio,1557,1
Lolin,Manolesso,1562,1
Lombardo,Valier,1409,1
Lombardo,Marcello,1442,1
Lombardo,Cicogna,1404,1
Lombardo,Michiel,1451,1
Lombardo,Salamon,1548,1
Lombardo,Deddo,1732,1
Lombardo,Contarini,1457,1
Lombardo,Canal,1652,1
Lombardo,Nadal,1570,1
Lombardo,De Mezzo,1629,1
Lombardo,Balbi,1722,1
Lombardo,Baseggio,1526,1
Lombardo,Falier,1452,1
Lombardo,Barbaro,1703,1
Lombardo,Zorzi,1627,1
Lombardo,Emo,1712,1
Lombardo,Nani,1710,1
Lombardo,Contarini,1479,1
Lombardo,Querini,1600,1
Lombardo,Venier,1635,1
Lombardo,Zane,1460,1
Lombardo,Foscarini,1644,1
Lombardo,Badoer,1457,1
Lombardo,Zane,1483,1
Lombria,Priuli,1695,1
Lombria,Rubini,1657,1
,Rovere,1654,1
,Avogadro,,1
,Cocco,1564,1
,Boldu,1545,1
,Malipiero,1414,1
,Contarini,1472,1
,Ferro,1479,1
Longo,Deddo,1764,1
Longo,Foscarini,1742,1
Longo,Magno,1547,1
Longo,Barbaro,1676,1
Longo,Bembo,1705,1
Longo,Soranzo,1812,1
Longo,Arimondo,1430,1
Longo,Zeno,1524,1
Longo,Bembo,1506,1
Longo,Pasqualigo,1795,1
Longo,Erizzo,1469,1
Longo,Zorzi,1637,1
Longo,Deddo,1612,1
Longo,Soranzo,1597,1
Longo,Balbi,1481,1
Longo,Querini,1625,1
Longo,Lippomano,1704,1
Longo,Bollani,1559,1
Longo,Contarini,1607,1
Longo,Baffo,1412,1
Longo,Sagredo,1637,1
Longo,Lion,1601,1
Longo,Michiel,1480,1
Longo,Pasqualigo,1796,1
Longo,Querini,1579,1
Longo,Bon,1735,1
Longo,Deddo,1437,1
Longo,Pasqualigo,1708,1
Longo,Barozzi,1597,1
Longo,Zeno,1602,2
Longo,Bembo,1706,1
Longo,Donato,1488,1
Longo,Grimani,1585,1
Longo,Pizzamano,1686,1
Longo,Querini,1589,1
Longo,Gabriel,1713,1
Longo,Fracassetti,1775,1
Longo,Zolio,1729,1
Longo,Bon,1709,1
Longo,Bembo,1726,2
Longo,Marcello,1457,1
Longo,Battagia,1615,1
Longo,Viaro,1445,1
Longo,Toderini,1766,1
Longo,Bollani,1550,1
Longo,Bon,1825,1
Longo,Grioni,1699,2
Longo,Corner,1702,1
Longo,Sagredo,1641,1
Longo,Bragadin,1495,1
Longo,Bollani,1552,1
Longo,Venier,1693,1
Longo,Magno,1584,1
Longo,Mosto,1554,1
Longo,Canal,1552,1
Longo,Semitecolo,1708,1
Longo,Donato,1518,1
Longo,Malipiero,1562,1
Longo,Tron,1546,1
Longo,Pizzamano,1740,1
,Fonseca,,1
,Corner,1691,1
Loredan,Donato,1426,1
Loredan,Bon,1434,1
Loredan,Contarini,1512,1
Loredan,Basadonna,1567,1
Loredan,Mosto,1478,1
Loredan,Querini,1508,1
Loredan,Marin,1458,1
Loredan,Basadonna,1479,1
Loredan,Civran,1565,1
Loredan,Contarini,1660,1
Loredan,Michiel,1615,1
Loredan,Zorzi,1516,1
Loredan,Dolfin,1574,1
Loredan,Bragadin,1458,1
Loredan,Soranzo,1618,1
Loredan,Soranzo,1644,1
Loredan,Gritti,1715,1
Loredan,Contarini,1450,1
Loredan,Erizzo,1436,1
Loredan,Da Molin,1461,1
Loredan,Da Molin,1477,2
Loredan,Coppo,1523,1
Loredan,Bragadin,1457,1
Loredan,Bembo,1453,1
Loredan,Nadal,1535,1
Loredan,Pizzamano,1534,1
Loredan,Caravello,1449,1
Loredan,Mora,1758,1
Loredan,Dolfin,1762,1
Loredan,Minio,1764,2
Loredan,Vitturi,1634,1
Loredan,Balbi,1638,2
Loredan,Soranzo,1459,1
Loredan,Foscari,1490,1
Loredan,Marcello,1430,1
Loredan,Grimani,1458,1
Loredan,Basadonna,1448,1
Loredan,Mocenigo,1752,1
Loredan,Giustinian,1559,1
Loredan,Donato,1515,1
Loredan,Loredan,1520,1
Loredan,Contarini,1472,1
Loredan,Melli,1691,1
Loredan,Venier,1425,1
Loredan,Querini,1673,1
Loredan,Da Molin,1497,1
Loredan,Carminati,1689,1
Loredan,Malipiero,1597,1
Loredan,Gritti,1553,1
Loredan,Querini,1579,1
Loredan,Vendramin,1612,1
Loredan,Grimani,1619,1
Loredan,Arimondo,1532,1
Loredan,Pisani,1466,1
Loredan,Moro,1503,1
Loredan,Soranzo,1722,1
Loredan,Mosto,1654,1
Loredan,Da Riva,1730,1
Loredan,Corner,1769,1
Loredan,Mosto,1640,1
Loredan,Bragadin,1602,1
Loredan,Miani,1438,1
Loredan,Bernardo,1720,1
Loredan,Boldu,1604,1
Loredan,Michiel,1516,1
Loredan,Gussoni,1479,1
Loredan,Deddo,1458,1
Loredan,Cicogna,1514,1
Loredan,Bragadin,1494,1
Loredan,Renier,1496,1
Loredan,Morosini,1743,1
Loredan,Tron,1531,1
Loredan,Tiepolo,1466,1
Loredan,Gritti,1448,1
Loredan,Bembo,1488,1
Loredan,Querini,1567,1
Loredan,Correr,1663,1
Loredan,Priuli,1554,1
Loredan,Minotto,1611,1
Loredan,Malipiero,1421,1
Loredan,Cicogna,1514,1
Loredan,Sanudo,1453,1
Loredan,Benzon,1648,1
Loredan,Baseggio,1651,1
Loredan,Foscarini,1694,1
Loredan,Giustinian,,1
Loredan,Bon,1530,1
Loredan,Foscari,1567,1
Loredan,Da Molin,1581,1
Loredan,Grioni,1636,1
Loredan,Malipiero,1596,1
Loredan,Pisani,1610,1
Loredan,Lion,1519,1
Loredan,Viaro,1573,1
Loredan,Boccazo,1422,1
Loredan,Loredan,1418,1
Loredan,Venier,1429,1
Loredan,Muazzo,1453,1
Loredan,Zorzi,1680,1
Loredan,Condulmer,1765,1
Loredan,Gritti,1520,1
Loredan,Zaccaria,1418,1
Loredan,Balbi,1735,1
Loredan,Barbarigo,1511,1
Loredan,Venier,1516,2
Loredan,Priuli,1495,1
Loredan,Loredan,1539,3
Loredan,Da Mula,1678,1
Loredan,Malipiero,1542,1
Loredan,Donato,1426,1
Loredan,Zorzi,1479,1
Loredan,Badoer,1612,1
Loredan,Michiel,1584,1
Loredan,Foscarini,1601,1
Loredan,Beregan,1712,1
Loredan,Querini,1766,1
Loredan,Zeno,1619,1
Loredan,Benzon,1594,1
Loredan,Pisani,1414,1
Loredan,Capello,1461,1
Loredan,Zorzi,1452,1
Loredan,Gabriel,1492,1
Loredan,Dolfin,1672,1
Loredan,Pizzamano,1780,1
Loredan,Pesaro,1415,1
Loredan,Pisani,1430,1
Loredan,Dolfin,1619,1
Loredan,Gradenigo,1601,1
Loredan,Orio,1536,1
Loredan,Valier,1766,1
Loredan,Gritti,1742,1
Loredan,Marcello,1481,1
Loredan,Tron,1461,1
Loredan,Gritti,1520,2
Loredan,Pasqualigo,1642,1
Loredan,Capello,1743,1
Loredan,Minio,1505,1
Loredan,Vendramin,1471,1
Loredan,Malipiero,1445,1
Loredan,Calbo,1512,1
Loredan,Mocenigo,1550,1
Loredan,Morosini,1573,1
Loredan,Malipiero,1660,1
Loredan,Minio,1504,1
Loredan,Michiel,1592,1
Loredan,Donato,1609,1
Loredan,Barbarigo,1600,1
Loredan,Capello,1489,1
Loredan,Badoer,1543,1
Loredan,Badoer,1543,1
Loredan,Barbaro,1641,1
Loredan,Marcello,1429,1
Loredan,Marcello,1481,1
Loredan,Barbo,1492,1
Loredan,Contarini,1441,1
Loredan,Pasqualigo,1593,1
Loredan,Da Molin,1507,1
Loredan,Bollani,1502,1
Loredan,Malipiero,1447,1
Loredan,Capello,1565,1
Loredan,Pisani,1510,1
Loredan,Benedetti,1523,2
Loredan,Priuli,1729,1
Loredan,Emo,1483,1
Loredan,Donato,1424,1
Loredan,Badoer,1536,1
Loredan,Emo,1502,1
Loredan,Trevisan,1445,1
Loredan,Venier,1462,1
Loredan,Polani,1526,1
Loredan,Salamon,1562,1
Loredan,Fini,1683,1
Loredan,Bragadin,1746,1
Loredan,Valier,1792,1
Loredan,Priuli,1459,1
Loredan,Grimani,1541,1
Loredan,Canal,1565,1
Loredan,Memmo,1620,1
Loredan,Morosini,1545,1
Loredan,Donato,1449,1
Loredan,Valaresso,1415,1
Loredan,Giustinian,1686,1
Loredan,Corner,1614,1
Loredan,Bon,1430,1
Loredan,Moro,1430,1
Loredan,Moro,1508,1
Loredan,Sagredo,1458,1
Loredan,Barbaro,1401,1
Loredan,Pesaro,1414,1
Loredan,Grimani,1650,1
Loredan,Priuli,1475,1
Loredan,Bernardo,1472,1
Loredan,Bembo,1488,1
Loredan,Corner,1789,1
Loredan,Giustinian,1531,1
Loredan,Loredan,1507,1
Loredan,Marcello,1531,1
Loredan,Priuli,1570,1
Loredan,Badoer,1627,1
Loredan,Venier,1486,1
Loredan,Zorzi,1672,1
Loredan,Soranzo,1573,1
Loredan,Basadonna,1592,1
Loredan,Morosini,1412,1
Loredan,Bembo,1491,1
Loredan,Querini,1465,1
Loredan,Sagredo,1537,1
Loredan,Contarini,1601,1
Loredan,Barbaro,1419,1
Loredan,Falier,1688,1
Loredan,Gradenigo,1806,1
Loredan,Querini,1557,1
Loredan,Malipiero,1581,1
Loredan,Belegno,1657,1
Loredan,Donato,1423,1
Loredan,Dandolo,1491,1
Loredan,Moro,1512,1
Loredan,Querini,1514,1
Loredan,Contarini,1498,1
Loredan,Deddo,1444,1
Loredan,Venier,1492,1
Loredan,Dolfin,1578,1
Loredan,Michiel,1533,1
Loredan,Arimondo,1581,1
Loredan,Pisani,1538,1
Loredan,Pizzamano,1587,1
Loredan,Nani,1606,1
Loredan,Zane,1692,1
Loredan,Contarini,1600,1
Loredan,Marcello,1461,1
Loredan,Pisani,1729,1
Loredan,Priuli,1633,1
Loredan,Capello,1455,1
Loredan,Capello,1515,1
Loredan,Memmo,1647,1
Loredan,Surian,1491,1
Loredan,Capello,1440,1
Loredan,Dolfin,1592,1
Loredan,Marcello,1525,1
,Marcello,1501,1
,Badoer,1506,1
,Cossazza,1511,1
,Pizzamano,1650,1
,Lion,1432,1
,Donato,1736,1
,Barbaro,1755,1
,Da Molin,1782,1
,De Mezzo,1785,1
,Zambelli,,1
,Avogadro,1673,1
,Zorzi,1808,1
,Tron,1465,1
,Avogadro,1528,1
,Surian,1482,1
,Avogadro,1538,1
,Marcello,1407,1
Contarini,Arimondo,1479,1
Contarini,Contarini,1506,1
,Corner,1781,1
Maccarelli,Minelli,1661,1
,Foscarini,1668,1
,Valaresso,1505,1
,Muazzo,,1
,Canal,1535,1
,Pindemonte,,1
,Ottolin,,1
Maffetti,Franceschi,,1
Maffetti,Da Molin,1674,1
Maffetti,Dandolo,1768,1
Maffetti,Zeno,1785,1
Maffetti,Carminati,1731,1
Maffetti,Trevisan,1605,1
Maffetti,Capello,1669,1
Maggio,Avogadro,1568,1
Maggio,Contarini,1702,1
,Memmo,1473,1
Magno,Zusto,1455,1
Magno,Contarini,1726,1
Magno,Pisani,1529,1
Magno,Dolce,1689,1
Magno,Cassetti,1749,1
Magno,Contarini,1437,1
Magno,Pisani,1795,1
Magno,Zorzi,1542,1
Magno,Longo,1593,1
Magno,Da Mula,1434,1
Magno,Barozzi,1569,1
Magno,Michiel,1696,1
Magno,Manolesso,1467,1
Magno,Venier,1724,1
Magno,Tagliapietra,1628,1
,Contarini,1739,2
,Baseggio,1791,1
,Falier,1588,1
Malatesta,Boldu,1713,1
Malatesta,Dandolo,1459,1
Malatesta,Zeno,,1
,Dolfin,1594,1
,Malipiero,1618,2
,Emo,1823,1
,Zacco,,1
Malipiero,Bon,1451,1
Malipiero,Morosini,1574,1
Malipiero,Bembo,1421,1
Malipiero,Bondumier,1735,1
Malipiero,Boldu,1696,1
Malipiero,Malipiero,1483,1
Malipiero,Querini,1603,1
Malipiero,Donato,1459,1
Malipiero,Soranzo,1545,1
Malipiero,Querini,1580,1
Malipiero,Soranzo,1581,1
Malipiero,Deddo,1591,2
Malipiero,Barozzi,1580,1
Malipiero,Basadonna,1588,1
Malipiero,Bollani,1549,1
Malipiero,Malipiero,1711,1
Malipiero,Bondumier,1497,1
Malipiero,Cocco,1585,1
Malipiero,Zorzi,1486,1
Malipiero,Duodo,1599,1
Malipiero,Zane,1444,1
Malipiero,Contarini,1536,1
Malipiero,Contarini,1527,1
Malipiero,Gritti,1561,1
Malipiero,Tiepolo,1493,1
Malipiero,Savorgnan,1505,2
Malipiero,Donato,1621,1
Malipiero,Morosini,1687,1
Malipiero,Muazzo,1574,1
Malipiero,Loredan,1403,1
Malipiero,Badoer,1445,1
Malipiero,Priuli,1517,1
Malipiero,Deddo,1795,1
Malipiero,Falier,1541,1
Malipiero,Soranzo,1457,1
Malipiero,Contarini,1571,1
Malipiero,Longo,1709,1
Malipiero,Pasqualigo,1476,1
Malipiero,Pasqualigo,1542,1
Malipiero,Moro,1567,1
Malipiero,Bembo,1562,1
Malipiero,Priuli,1482,1
Malipiero,Barbarigo,1486,1
Malipiero,Lippomano,1573,1
Malipiero,Lippomano,1660,1
Malipiero,Grimani,1436,1
Malipiero,Priuli,1461,1
Malipiero,Coppo,1471,2
Malipiero,Da Molin,1612,1
Malipiero,Mosto,1637,1
Malipiero,Zane,1625,1
Malipiero,Zane,1651,2
Malipiero,Capello,1765,1
Malipiero,Priuli,1497,1
Malipiero,Capello,1765,1
Malipiero,Contarini,,1
Malipiero,Dandolo,1553,1
Malipiero,Barbaro,1686,1
Malipiero,Querini,1586,1
Malipiero,Badoer,1490,1
Malipiero,Marin,1422,1
Malipiero,Vitturi,1474,1
Malipiero,Lombardo,,1
Malipiero,Magno,1573,1
Malipiero,Contarini,1451,1
Malipiero,Dolfin,1462,1
Malipiero,Barbarigo,1612,1
Malipiero,Salamon,1654,1
Malipiero,Priuli,1582,1
Malipiero,Malipiero,1609,1
Malipiero,Donato,1621,1
Malipiero,Moro,1629,1
Malipiero,Malipiero,1424,1
Malipiero,Pisani,1579,1
Malipiero,Salamon,1649,1
Malipiero,Venier,1480,1
Malipiero,Pisani,1584,1
Malipiero,Da Molin,1631,1
Malipiero,Morosini,1602,1
Malipiero,Barbo,1465,1
Malipiero,Trevisan,1641,1
Malipiero,Priuli,1410,1
Malipiero,Pesaro,1506,1
Malipiero,Donato,1423,1
Malipiero,Contarini,1526,1
Malipiero,Garzoni,1400,1
Malipiero,Loredan,1403,1
Malipiero,Bragadin,1574,1
Malipiero,Donato,1632,1
Malipiero,Marcello,1635,1
Malipiero,Morosini,1643,1
Malipiero,Gradenigo,1643,2
Malipiero,Capello,1687,1
Malipiero,Marin,1559,2
Malipiero,Foscarini,1574,1
Malipiero,Dandolo,1490,1
Malipiero,Longo,1589,1
Malipiero,Deddo,1594,1
Malipiero,Belegno,1630,1
Malipiero,Trevisan,1550,1
Malipiero,Nani,1480,1
Malipiero,Longo,1584,1
Malipiero,Malipiero,1544,1
Malipiero,Contarini,1601,1
Malipiero,Gritti,1710,1
Malipiero,Cicogna,1556,1
Malipiero,Capello,1466,1
Malipiero,Corner,1548,1
Malipiero,Garzoni,1533,1
Malipiero,Contarini,1491,1
Malipiero,Correr,1533,1
Malipiero,Pisani,1552,1
Malipiero,Querini,1558,2
Malipiero,Basadonna,1555,1
Malipiero,Trevisan,1550,1
Malipiero,Caotorta,1673,1
Malipiero,Vendramin,1533,1
Malipiero,Da Molin,1608,1
Malipiero,Garzoni,1436,1
Malipiero,Bondumier,1540,1
Malipiero,Morosini,1431,1
Malipiero,Valaresso,1425,2
Malipiero,Morosini,1622,1
Malipiero,Deddo,1552,1
Malipiero,Querini,1412,1
Malipiero,Barbarigo,1678,1
Malipiero,Minotto,1638,1
Malipiero,Malipiero,1538,1
Malipiero,Barbaro,1592,1
Malipiero,Querini,1462,1
Malipiero,Bollani,1537,1
Malipiero,Donato,1550,1
Malipiero,Sanudo,1543,1
Malipiero,Sanudo,1629,1
Malipiero,Zorzi,1533,1
Malipiero,Foscarini,1554,1
Malipiero,Moro,1710,1
Malipiero,Zusto,1713,1
Malipiero,Zorzi,1638,1
Malipiero,Renier,1593,1
Malipiero,Da Molin,1548,1
Malipiero,Salamon,1587,1
Malipiero,Memmo,1478,1
Malipiero,Gabriel,1445,1
Malipiero,Contarini,1482,1
Malipiero,Basadonna,1578,1
Malipiero,Malipiero,1401,1
Malipiero,Marcello,1489,1
Malipiero,Balbi,1709,1
Malipiero,Bembo,1568,1
Malipiero,Pisani,1568,1
Malipiero,Vitturi,1803,1
Malipiero,Barbarigo,1654,1
Malipiero,Malipiero,1538,1
Malipiero,Cicogna,1580,1
Malipiero,Mocenigo,1437,1
Malipiero,Manolesso,1471,1
Malipiero,Gabriel,1434,1
Malipiero,Dolfin,1542,1
Malipiero,Marcello,1501,1
Malipiero,Querini,1562,1
Malipiero,Magno,1598,1
Malipiero,Gradenigo,1470,1
Malipiero,Malipiero,1483,1
Malipiero,Michiel,1543,1
Malipiero,Zeno,1562,1
Malipiero,Da Mula,1575,2
Malipiero,Lombardo,1564,1
Malipiero,Lombardo,1602,1
Malipiero,Barozzi,1460,1
Malipiero,Querini,1565,1
Malipiero,Barbaro,1633,1
Malipiero,Erizzo,1642,2
Malipiero,Loredan,1648,3
Malipiero,Canal,1466,1
Malipiero,Marin,1562,1
Malipiero,Salamon,1482,1
Malipiero,Michiel,1587,1
Malipiero,Venier,1464,1
Malipiero,Bembo,1429,1
Malipiero,Valier,1672,1
Malipiero,Contarini,1493,1
Malipiero,Ferro,1570,1
Malipiero,Querini,1553,1
Malipiero,Gradenigo,1479,1
Malipiero,Tagliapietra,1543,1
Malipiero,Priuli,1458,1
Malipiero,Da Lezze,1516,1
Malipiero,Capello,1711,1
Malipiero,Gritti,1633,1
Malipiero,Loredan,1570,1
Malipiero,Venier,1472,1
Malipiero,Bembo,1543,1
Malipiero,Capello,1556,1
Malipiero,Venier,1499,1
Malipiero,Zeno,1634,1
Malipiero,Pisani,1442,1
Malipiero,Vendramin,1442,1
Malipiero,Sagredo,1616,1
Malipiero,Arimondo,1562,1
Malipiero,Soranzo,1555,1
Malipiero,Gritti,1546,1
Malipiero,Donato,1565,1
Malipiero,Boldu,1574,1
Malipiero,Barbaro,1533,1
Malipiero,Morosini,1592,1
Malipiero,Canal,1501,1
Malipiero,Priuli,1488,1
Malipiero,Valier,1640,1
Malipiero,Morosini,1690,1
Malipiero,Grimani,1398,1
Malipiero,Loredan,1435,1
Malipiero,Giustinian,1686,1
Malipiero,Alberto,1467,1
Malipiero,Giustinian,1686,1
Malipiero,Contarini,1484,1
Malipiero,Bondumier,1488,2
Malipiero,Girardo,1532,1
Malipiero,Malipiero,1548,1
Malipiero,Balbi,1585,1
Malipiero,Mocenigo,1675,1
Malipiero,Gradenigo,1768,1
Malipiero,Pizzamano,1637,1
Malipiero,Contarini,1739,1
Malipiero,Viaro,1430,1
Malipiero,Canal,1491,1
Malipiero,Da Riva,1638,1
Malipiero,Pisani,1526,1
Malipiero,Lion,1684,1
Malipiero,Contarini,1479,1
Malipiero,Moro,1790,1
Malipiero,Venier,1426,1
Malipiero,Alberto,1404,1
Malipiero,Priuli,1443,1
Malipiero,Venier,1494,1
Malipiero,Cocco,1711,1
Malipiero,Foscarini,1557,1
Malipiero,Contarini,1579,1
Malipiero,Valier,1541,1
Malipiero,Tron,1454,1
Malipiero,Pisani,1442,1
Malipiero,Zorzi,1545,1
,Calbo,1436,1
,Cocco,1447,1
,Riario,,1
,Collalto,1612,1
,Bonlini,1803,1
,Coppo,1673,1
,De Cologna,,1
,Loredan,1707,1
,Marcello,1581,1
,Tron,1410,1
,Boldu,1395,1
,Avogadro,1823,1
Manfrotto,Canal,1767,1
Manfrotto,Romieri,,1
,Pisani,1808,1
,Valmarana,1803,1
,Medici,,1
Manin,Manin,1679,1
Manin,Ruzzini,1746,1
Manin,Renier,1754,1
Manin,Grimani,1681,1
Manin,Priuli,1756,1
Manin,Savorgnan,,1
Manin,Savorgnan,1639,1
Manin,Bragadin,1707,1
Manolesso,Dolfin,1473,1
Manolesso,Semitecolo,,1
Manolesso,Zorzi,1544,1
Manolesso,Boldu,1559,1
Manolesso,Venier,1552,1
Manolesso,Michiel,1565,1
Manolesso,Soranzo,1535,1
Manolesso,Loredan,1505,1
Manolesso,Michiel,1546,1
Manolesso,Manolesso,1573,1
Manolesso,Contarini,1740,1
Manolesso,Boldu,1740,1
Manolesso,De Mezzo,1731,1
Manolesso,Tiepolo,1523,1
Manolesso,Corner,,1
Manolesso,Corner,1571,1
Manolesso,Corner,,1
Manolesso,Pisani,1520,1
Manolesso,Michiel,1545,1
Manolesso,Morosini,1463,1
Manolesso,Zorzi,1544,1
Manolesso,Bollani,1552,1
Manolesso,Loredan,1498,1
Manolesso,Battagia,1516,1
Manolesso,Bragadin,1617,1
Manolesso,Barozzi,1645,1
Manolesso,Salamon,1549,1
Manolesso,Loredan,1560,1
Manolesso,Malatesta,1551,1
Manolesso,Falier,1467,1
Manolesso,Vitturi,1445,1
Manolesso,Bollani,1504,1
Manolesso,Gradenigo,1533,1
Manolesso,Semitecolo,1655,1
Manolesso,Pisani,1494,1
Manolesso,Priuli,1473,1
Manolesso,Cicogna,1504,1
Manolesso,D'Avanzago,1500,1
Manolesso,Corner,1566,1
Manolesso,Foscarini,1561,1
Manolesso,Pisani,1522,1
Manolesso,Grimani,1524,1
,Morosini,1460,1
,Minio,1639,1
,Deddo,1425,1
,Piovene,1814,1
,Baseggio,1655,1
,Tiepolo,1653,1
,Calergi,1668,1
Manzoni,Civran,1777,1
Manzoni,Calbo,1814,1
,Salamon,1515,1
,Benzon,,1
,Canal,1410,1
,Gritti,1469,1
,Pasqualigo,1434,1
,Navager,1473,1
,Tagliapietra,1432,1
,Querini,1426,1
Marcello,Malipiero,1421,1
Marcello,Loredan,1418,1
Marcello,Barozzi,1635,1
Marcello,Erizzo,1525,1
Marcello,Zancaruol,1570,1
Marcello,Valier,1530,1
Marcello,Capello,1507,1
Marcello,Ponte,1523,1
Marcello,Loredan,1419,1
Marcello,Da Lezze,1464,1
Marcello,Pisani,1472,1
Marcello,Malipiero,1403,1
Marcello,Badoer,1622,1
Marcello,Marcello,1489,1
Marcello,Miegano,1604,1
Marcello,Barbaro,1527,1
Marcello,Morosini,1450,1
Marcello,Giustinian,1498,1
Marcello,Minio,1476,1
Marcello,Battagia,1608,1
Marcello,Morosini,1562,1
Marcello,Trevisan,1394,1
Marcello,Bragadin,1796,1
Marcello,Vitturi,1601,1
Marcello,Valier,1614,1
Marcello,Corner,1567,1
Marcello,Contarini,1604,1
Marcello,Zorzi,1580,1
Marcello,Foscarini,1646,1
Marcello,Mocenigo,1566,1
Marcello,Deddo,1528,1
Marcello,Badoer,1518,1
Marcello,Contarini,1535,1
Marcello,Memmo,1590,1
Marcello,Querini,1581,1
Marcello,Corner,1610,1
Marcello,Dolfin,1475,1
Marcello,Loredan,1510,1
Marcello,Canal,1601,1
